
Dafny program verifier finished with 21 verified, 0 errors
=== GACHA PITY STATE MACHINE ===
HardPity5star:90 | HardPity4star:10 | SoftPityStart:74
Total valid states: 2002

Since5star:0 | Since4star:0 | Guaranteed:no | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:46 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:47 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:47 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:48 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:48 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:49 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:49 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:50 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:50 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:51 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:51 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:52 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:52 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:53 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:53 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:54 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:54 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:55 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:55 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:56 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:56 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:57 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:57 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:58 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:58 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:59 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:59 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:60 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:60 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:61 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:61 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:62 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:62 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:63 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:63 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:64 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:64 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:65 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:65 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:66 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:66 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:67 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:67 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:68 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:68 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:69 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:69 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:70 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:1 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:2 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:3 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:4 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:5 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:6 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:7 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:8 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:9 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
Since5star:70 | Since4star:10 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:TRIGGER
Since5star:71 | Since4star:0 | Guaranteed:YES | SoftPity:no | HardPity5:no | HardPity4:no
